# {"t_start": 1574707751.4640615, "env_id": "AntBulletEnv-v0"} 
r,l,t
860.097223,1000,40253.159431
802.225783,1000,40257.83516
740.803919,1000,40262.342802
848.801202,1000,40267.034788
805.673004,1000,40271.544105
837.152306,1000,40276.205122
796.155513,1000,40280.693175
759.496934,1000,40285.378461
676.36823,1000,40289.891657
585.349023,1000,40294.569335
762.820791,1000,40299.058038
784.599514,1000,40303.684095
764.207698,1000,40308.184123
815.789382,1000,40312.845765
690.27732,1000,40317.363535
818.428535,1000,40322.032776
679.62464,1000,40326.519081
782.3466,1000,40331.154204
814.112962,1000,40335.652783
804.519244,1000,40340.333249
834.354033,1000,40344.860683
841.537959,1000,40349.506567
704.026355,1000,40353.992989
800.640834,1000,40358.623954
705.590979,1000,40363.114162
766.013968,1000,40367.803104
786.034607,1000,40372.316055
634.195381,1000,40377.022056
735.997009,1000,40381.527398
675.1972,1000,40386.146887
811.130138,1000,40390.681822
614.488456,1000,40395.360279
787.856155,1000,40399.836336
731.492635,1000,40404.491106
762.06733,1000,40409.010576
757.397307,1000,40413.69265
808.18902,1000,40418.186379
631.942685,1000,40422.854904
770.662291,1000,40427.362344
673.297646,1000,40432.01002
762.309274,1000,40436.503617
693.63276,1000,40441.171717
763.410706,1000,40445.654976
810.888557,1000,40450.136344
625.548709,1000,40454.841695
816.063786,1000,40459.335848
604.970367,1000,40464.06253
584.844166,1000,40468.531582
611.42509,1000,40473.198239
600.83907,1000,40477.697867
775.668704,1000,40482.359479
591.597732,1000,40486.880237
618.257601,1000,40491.521053
660.777694,1000,40496.031413
675.004171,1000,40500.719859
734.520028,1000,40505.175466
777.768376,1000,40509.862362
759.65356,1000,40514.361018
701.120388,1000,40518.984735
664.031679,1000,40523.49525
781.944741,1000,40528.175767
504.825515,1000,40532.732393
597.689796,1000,40537.423136
447.32985,1000,40541.947283
584.367468,1000,40546.638446
746.079219,1000,40551.14537
785.171249,1000,40555.82202
700.246748,1000,40560.297763
837.524395,1000,40564.982938
800.999039,1000,40569.452349
363.43863,741,40573.013033
816.276812,1000,40577.50846
817.570154,1000,40582.179251
739.52355,1000,40586.694837
727.682502,1000,40591.186888
676.514218,1000,40595.835802
791.527188,1000,40600.314396
501.510043,1000,40604.997231
767.679898,1000,40609.492803
629.594273,1000,40614.214107
727.032373,1000,40618.693068
671.38666,1000,40623.389935
543.000172,1000,40627.834809
686.84444,1000,40632.512879
658.382761,1000,40636.968408
684.065353,1000,40641.674443
773.829953,1000,40646.176761
618.528269,1000,40650.853264
672.824226,1000,40655.305564
671.814906,1000,40659.982075
721.316023,1000,40664.432374
782.611186,1000,40669.075122
667.113261,1000,40673.570758
627.916207,1000,40678.240974
730.696185,1000,40682.704853
662.091907,1000,40687.37239
669.625051,1000,40691.865683
750.826295,1000,40696.573076
708.821695,1000,40701.06877
612.201762,1000,40705.752326
649.279936,1000,40710.233732
662.496417,1000,40714.933792
703.677382,1000,40719.37701
772.674084,1000,40724.048361
559.19728,1000,40728.508662
708.746539,1000,40733.192255
803.63367,1000,40737.644239
547.418352,1000,40742.290392
755.715556,1000,40746.751853
686.027709,1000,40751.397317
688.391639,1000,40755.886621
602.779062,1000,40760.56169
697.616553,1000,40765.017692
500.07501,1000,40769.695602
591.391566,1000,40774.185466
736.268638,1000,40778.876015
826.070716,1000,40783.337603
683.753633,1000,40787.852333
535.303982,1000,40792.563731
687.943739,1000,40797.069288
725.744612,1000,40801.723554
774.8982,1000,40806.209164
462.74345,1000,40810.878891
721.158117,1000,40815.390742
690.854381,1000,40820.068228
723.940199,1000,40824.571949
551.307794,1000,40829.240438
548.892598,1000,40833.737693
651.662896,1000,40838.39532
702.40697,1000,40842.866828
746.002817,1000,40847.566933
600.904736,1000,40852.015717
592.373805,1000,40856.705384
600.982668,1000,40861.156772
828.155859,1000,40865.838712
684.074874,1000,40870.332906
647.383456,1000,40875.01466
705.329381,1000,40879.534582
537.356266,1000,40884.272044
651.304753,1000,40888.751428
797.42209,1000,40893.428639
788.757341,1000,40897.904861
638.989927,1000,40902.588026
714.722426,1000,40907.061982
641.9871,1000,40911.750565
817.715143,1000,40916.218631
800.971593,1000,40920.913581
740.331992,1000,40925.37009
849.538304,1000,40930.042738
612.355235,1000,40934.507669
622.835408,1000,40939.214492
734.229166,1000,40943.674727
779.764411,1000,40948.349358
674.398738,1000,40952.853559
523.338768,1000,40957.562044
560.822547,1000,40962.041345
598.239949,1000,40966.72742
587.045455,1000,40971.226055
674.524696,1000,40975.91606
757.408368,1000,40980.373596
592.482251,1000,40984.848133
692.0044,1000,40989.497764
710.878731,1000,40994.012208
672.287431,1000,40998.698453
697.061971,1000,41003.200712
729.579646,1000,41007.854164
641.16757,1000,41012.344355
533.441512,1000,41017.031042
674.045017,1000,41021.477708
672.385525,1000,41026.175023
661.671771,1000,41030.674816
734.785643,1000,41035.344292
758.689939,1000,41039.835264
696.829058,1000,41044.47083
700.86551,1000,41048.925287
679.51543,1000,41053.604714
710.426943,1000,41058.123095
790.11986,1000,41062.778775
638.240015,1000,41067.289441
809.845199,1000,41071.960027
735.973575,1000,41076.473575
712.201521,1000,41081.161718
714.941411,1000,41085.655638
689.179093,1000,41090.316552
807.675295,1000,41094.78818
696.880617,1000,41099.451909
658.885485,1000,41103.96721
743.852754,1000,41108.607567
806.485675,1000,41113.102993
685.727205,1000,41117.791566
745.096392,1000,41122.295234
659.480406,1000,41126.982686
754.758452,1000,41131.485685
844.648386,1000,41136.158036
710.961007,1000,41140.689548
